id,cav_total,cav_largest,cav_count,cav_vol_frac,cav_VH_total,cav_VH_largest,cav_VL_total,cav_VL_largest,cav_CH1_total,cav_CH1_largest,cav_CL_total,cav_CL_largest,pack_fab_mean,pack_fab_median,pack_fab_q10,pack_VH_mean,pack_VH_median,pack_VH_q10,pack_VL_mean,pack_VL_median,pack_VL_q10,pack_CH1_mean,pack_CH1_median,pack_CH1_q10,pack_CL_mean,pack_CL_median,pack_CL_q10,pack_CDR_mean,pack_CDR_median,pack_CDR_q10,pack_FW_mean,pack_FW_median,pack_FW_q10
ADI-47141,233.0,42.0,9.0,0.0007238182812267011,77.94986326344576,77.94986326344576,69.87876025524157,69.87876025524157,57.77210574293528,57.77210574293528,61.80765724703738,61.80765724703738,39.425925925925924,38.0,30.0,40.98360655737705,41.0,31.0,39.35087719298246,39.0,30.0,37.74,37.0,29.0,39.291666666666664,37.5,31.7,39.18518518518518,38.0,31.0,40.494505494505496,40.0,30.0
ADI-47250,328.0,48.0,11.0,0.001184030033932568,126.56521739130434,126.56521739130434,108.44202898550725,108.44202898550725,73.08695652173913,73.08695652173913,77.2463768115942,77.2463768115942,39.19718309859155,38.0,30.0,39.9,39.5,31.9,39.285714285714285,39.0,27.5,38.166666666666664,38.0,30.4,39.244897959183675,38.0,31.6,37.96,39.0,27.0,40.05494505494506,41.0,31.0
ADI-47251,253.0,42.0,10.0,0.0008149092970521542,85.6015037593985,85.6015037593985,75.37687969924812,75.37687969924812,63.25,63.25,62.774436090225564,62.774436090225564,38.99082568807339,38.0,30.700000000000003,39.317460317460316,38.0,31.0,39.68518518518518,39.0,31.0,37.48076923076923,37.0,28.1,39.40816326530612,38.0,32.0,39.30434782608695,36.0,31.2,39.53191489361702,39.0,31.0
ADI-47252,285.0,86.0,11.0,0.001011068539804172,97.51368613138686,97.51368613138686,73.07025547445255,73.07025547445255,70.98996350364963,70.98996350364963,84.25182481751825,84.25182481751825,39.10952380952381,38.0,30.0,39.61818181818182,38.0,31.0,39.3859649122807,39.0,27.0,38.12244897959184,37.0,30.8,39.204081632653065,38.0,31.6,39.94736842105263,38.0,30.0,39.40860215053763,39.0,30.0
ADI-47145,367.0,40.0,15.0,0.0014263561070971904,114.83440073193047,114.83440073193047,94.35224153705398,94.35224153705398,110.46935041171089,110.46935041171089,102.07502287282708,102.07502287282708,38.86697247706422,38.0,30.0,39.57377049180328,39.0,31.0,39.228070175438596,39.0,29.6,37.333333333333336,37.0,29.0,39.16326530612245,38.0,31.8,38.84615384615385,37.5,29.0,39.56521739130435,39.0,30.0
ADI-47254,212.0,55.0,8.0,0.0005893423550898886,71.63470319634703,71.63470319634703,61.760730593607306,61.760730593607306,51.11232876712329,51.11232876712329,55.17808219178082,55.17808219178082,39.0,38.0,29.1,39.08064516129032,39.0,28.1,39.7037037037037,39.5,29.6,37.795918367346935,36.0,29.0,39.340425531914896,38.0,31.6,39.04,39.0,28.4,39.46153846153846,39.0,29.0
ADI-47146,358.0,142.0,10.0,0.0013469026881619292,104.9310344827586,104.9310344827586,94.64367816091955,94.64367816091955,123.15435139573071,123.15435139573071,115.2183908045977,115.2183908045977,39.200980392156865,38.5,30.0,39.839285714285715,40.0,31.0,38.9811320754717,39.0,28.2,38.291666666666664,37.0,30.4,39.61702127659574,38.0,32.0,37.666666666666664,37.0,28.0,39.84090909090909,40.0,31.0
ADI-47147,394.0,120.0,12.0,0.0013001240727541512,106.55546558704454,106.55546558704454,109.74574898785424,109.74574898785424,128.56842105263158,128.56842105263158,145.79595141700406,145.79595141700406,39.567961165048544,39.0,31.0,40.6551724137931,41.0,31.7,39.82692307692308,39.5,31.0,37.895833333333336,37.5,30.4,39.645833333333336,38.0,31.7,41.130434782608695,41.0,33.0,40.03448275862069,40.0,31.0
ADI-45489,237.0,64.0,7.0,0.0008015422077922078,79.65650969529086,79.65650969529086,74.62326869806094,74.62326869806094,63.90027700831025,63.90027700831025,66.52631578947368,66.52631578947368,39.12442396313364,38.0,30.0,39.95384615384615,39.0,32.0,39.129629629629626,39.0,28.3,38.02127659574468,37.0,29.6,39.07843137254902,38.0,31.0,37.92857142857143,37.5,28.7,40.08791208791209,40.0,30.0
ADI-47165,255.0,39.0,9.0,0.0008421845275840203,78.33333333333334,78.33333333333334,70.95238095238095,70.95238095238095,72.61904761904762,72.61904761904762,74.52380952380953,74.52380952380953,39.18840579710145,38.0,30.0,39.32142857142857,39.5,30.0,41.02040816326531,40.0,30.8,36.905660377358494,35.0,29.0,39.673469387755105,38.0,31.8,40.0,39.5,32.7,40.141176470588235,40.0,30.0
ADI-47148,270.0,56.0,11.0,0.0009872751206669592,91.648987463838,91.648987463838,65.3519768563163,65.3519768563163,84.09836065573771,84.09836065573771,83.31726133076181,83.31726133076181,39.25592417061611,38.0,31.0,39.8,38.5,32.0,39.592592592592595,38.5,30.3,37.958333333333336,37.0,29.1,39.48979591836735,38.0,31.6,39.5,38.5,32.2,39.75,38.5,31.1
ADI-47159,251.0,58.0,10.0,0.0007905013857394809,92.09882583170254,92.09882583170254,93.0812133072407,93.0812133072407,50.10176125244618,50.10176125244618,62.381604696673186,62.381604696673186,38.693023255813955,38.0,29.0,38.225806451612904,39.0,28.0,39.592592592592595,40.0,31.0,37.8,37.0,29.0,39.204081632653065,38.0,31.6,37.64,39.0,28.4,39.1978021978022,40.0,29.0
ADI-47156,199.0,65.0,8.0,0.0006667381427824759,80.15004935834156,80.15004935834156,60.70187561697927,60.70187561697927,46.950641658440276,46.950641658440276,44.396841066140176,44.396841066140176,39.36492890995261,39.0,30.0,40.06666666666667,39.5,31.9,39.981818181818184,39.0,30.4,38.28260869565217,39.0,27.5,38.84,37.0,29.8,38.65217391304348,38.0,31.0,40.369565217391305,39.5,31.0
ADI-47154,403.0,118.0,10.0,0.0014520638763980168,145.43338954468803,145.43338954468803,107.03625632377741,107.03625632377741,117.56998313659359,117.56998313659359,119.94856661045532,119.94856661045532,39.13551401869159,39.0,30.0,39.58064516129032,40.0,31.1,39.21818181818182,39.0,29.4,38.04081632653061,38.0,29.8,39.583333333333336,38.0,32.0,37.869565217391305,39.0,27.2,39.787234042553195,40.0,30.3
ADI-47263,223.0,85.0,6.0,0.000752691801397374,65.68513388734996,65.68513388734996,75.56879039704525,75.56879039704525,61.56694367497691,61.56694367497691,60.94921514312096,60.94921514312096,39.353488372093025,39.0,30.0,41.1551724137931,41.0,33.7,39.30357142857143,39.0,30.0,37.55769230769231,36.0,29.1,39.183673469387756,38.0,30.8,40.54545454545455,41.5,30.1,40.17391304347826,39.0,31.0
ADI-47160,310.0,71.0,10.0,0.0009610615079365079,133.9292364990689,133.9292364990689,96.11731843575419,96.11731843575419,68.9851024208566,68.9851024208566,69.85102420856612,69.85102420856612,39.1578947368421,39.0,30.0,40.293103448275865,41.0,32.0,39.26923076923077,39.0,30.1,37.92,39.0,27.9,38.95918367346939,36.0,28.0,39.80952380952381,41.0,33.0,39.80898876404494,40.0,30.8
ADI-47163,138.0,37.0,6.0,0.0004689220230247509,38.64576802507837,38.64576802507837,42.106583072100314,42.106583072100314,32.156739811912225,32.156739811912225,40.52037617554859,40.52037617554859,38.90384615384615,38.0,29.0,40.0,39.5,32.0,39.23529411764706,39.0,27.0,37.07692307692308,36.0,29.0,39.244897959183675,37.0,31.8,36.05882352941177,36.0,27.8,40.31111111111111,40.0,31.8
ADI-47265,96.0,25.0,5.0,0.0001585288522511097,30.061855670103093,30.061855670103093,28.577319587628864,28.577319587628864,19.79381443298969,19.79381443298969,21.15463917525773,21.15463917525773,39.3625,38.5,30.0,40.48,41.0,30.8,38.93333333333333,38.0,30.0,38.645161290322584,38.0,30.0,38.94117647058823,37.0,31.3,35.5625,33.0,27.5,40.59493670886076,40.0,30.8
ADI-47126,391.0,116.0,11.0,0.001147664165874162,106.9140625,106.9140625,109.66328125,109.66328125,131.04609374999998,131.04609374999998,128.60234375000002,128.60234375000002,39.5990099009901,39.0,31.0,40.280701754385966,39.0,33.2,40.22,40.0,31.0,37.895833333333336,36.0,30.7,39.851063829787236,38.0,31.6,38.666666666666664,37.5,30.3,40.71084337349398,40.0,32.2
ADI-45411,174.0,29.0,8.0,0.00046590836064520273,46.090349075975354,46.090349075975354,55.379876796714576,55.379876796714576,56.09445585215606,56.09445585215606,49.663244353182755,49.663244353182755,39.62926829268293,39.0,30.0,41.17857142857143,41.5,32.0,39.84905660377358,39.0,30.0,38.145833333333336,39.0,27.4,39.0625,37.5,28.0,39.6875,36.0,32.5,40.67741935483871,40.0,31.0
ADI-45488,202.0,60.0,7.0,0.0007340756461319301,64.80346820809248,64.80346820809248,56.630057803468205,56.630057803468205,54.48940269749519,54.48940269749519,58.57610789980732,58.57610789980732,39.88095238095238,39.0,30.900000000000002,41.306451612903224,40.0,33.0,39.21818181818182,39.0,27.0,38.52173913043478,37.0,31.0,40.1063829787234,38.0,32.6,38.75,36.5,26.0,40.82022471910113,40.0,32.8
ADI-47285,155.0,45.0,5.0,0.0005395433027011974,52.59715639810427,52.59715639810427,40.40284360189574,40.40284360189574,42.018957345971565,42.018957345971565,44.66350710900473,44.66350710900473,39.51428571428571,39.0,31.0,40.52542372881356,40.0,32.6,39.64150943396226,38.0,30.0,37.854166666666664,37.0,30.7,39.78,38.5,32.0,39.31818181818182,39.0,29.4,40.3,40.0,31.0
ADI-46713,117.0,34.0,5.0,0.00045079582801946515,31.700103412616336,31.700103412616336,37.144777662874866,37.144777662874866,33.152016546018615,33.152016546018615,36.055842812823165,36.055842812823165,39.68292682926829,39.0,31.0,40.779661016949156,40.0,31.8,40.11764705882353,39.0,31.0,37.6875,36.5,28.7,39.87234042553192,39.0,32.0,38.95454545454545,38.5,29.0,40.85227272727273,40.0,32.0
ADI-46708,304.0,94.0,10.0,0.000847155341537364,84.38434163701068,84.38434163701068,86.27758007117438,86.27758007117438,110.34875444839858,110.34875444839858,101.9644128113879,101.9644128113879,39.30622009569378,38.0,30.0,40.44642857142857,40.0,33.0,39.6,38.0,29.0,37.857142857142854,37.0,29.0,39.12244897959184,38.0,30.8,38.714285714285715,40.0,32.0,40.333333333333336,40.0,31.9
ADI-45406,187.0,42.0,6.0,0.0005395579664146806,49.61224489795919,49.61224489795919,52.85612244897959,52.85612244897959,55.71836734693878,55.71836734693878,58.96224489795919,58.96224489795919,39.241706161137444,38.0,31.0,40.73684210526316,41.0,32.0,39.018181818181816,39.0,28.6,37.705882352941174,36.0,30.0,39.354166666666664,38.0,31.7,38.77777777777778,37.5,31.0,40.1063829787234,40.0,31.0
ADI-46704,195.0,33.0,8.0,0.0006714876033057851,62.96875000000001,62.96875000000001,57.890625,57.890625,52.0,52.0,49.76562499999999,49.76562499999999,38.96774193548387,38.0,29.0,39.89230769230769,40.0,29.8,39.16981132075472,39.0,29.0,37.431372549019606,36.0,29.0,39.125,38.0,31.7,38.03703703703704,38.0,27.6,40.02197802197802,39.0,31.0
ADI-46706,149.0,38.0,6.0,0.0005235786070700682,44.79738562091503,44.79738562091503,39.928104575163395,39.928104575163395,44.472766884531595,44.472766884531595,43.49891067538126,43.49891067538126,39.65238095238095,38.5,31.0,39.766666666666666,39.0,30.8,41.26923076923077,41.0,31.0,38.0,38.0,29.7,39.42,38.0,31.9,39.38095238095238,36.0,29.0,40.714285714285715,40.0,31.0
ADI-45430,288.0,96.0,9.0,0.001002673796791444,93.19104991394148,93.19104991394148,73.85886402753871,73.85886402753871,90.46471600688469,90.46471600688469,97.15662650602408,97.15662650602408,39.575471698113205,39.0,31.0,40.21311475409836,40.0,31.0,40.089285714285715,39.0,30.5,38.104166666666664,37.5,29.7,39.638297872340424,38.0,32.0,41.08,42.0,31.4,39.90217391304348,40.0,31.0
ADI-45409,226.0,57.0,9.0,0.0007636579893493363,69.76423576423576,69.76423576423576,59.15284715284716,59.15284715284716,68.40959040959041,68.40959040959041,67.73226773226773,67.73226773226773,39.3732057416268,38.0,30.0,39.42622950819672,39.0,30.0,40.48076923076923,40.5,31.0,38.06382978723404,38.0,30.6,39.38775510204081,38.0,30.8,37.27272727272727,36.0,29.1,40.54945054945055,40.0,31.0
ADI-45405,303.0,29.0,14.0,0.0009499355736764388,84.93638170974155,84.93638170974155,91.26143141153082,91.26143141153082,84.93638170974155,84.93638170974155,85.53876739562624,85.53876739562624,39.262135922330096,39.0,31.0,40.983050847457626,40.0,33.8,37.98039215686274,38.0,29.0,38.16,39.0,30.0,39.67391304347826,38.5,31.0,39.10526315789474,39.0,31.8,39.69230769230769,39.0,31.0
ADI-47188,250.0,45.0,10.0,0.0006351238745604943,97.71573604060914,97.71573604060914,80.45685279187816,80.45685279187816,55.32994923857868,55.32994923857868,54.568527918781726,54.568527918781726,39.00947867298578,39.0,29.0,39.31666666666667,39.5,30.0,39.689655172413794,39.0,31.0,37.851063829787236,39.0,25.6,38.93478260869565,36.5,28.5,37.11538461538461,36.0,28.0,40.17391304347826,40.0,31.0
ADI-45408,169.0,31.0,8.0,0.0006282294338500427,51.190871369294605,51.190871369294605,51.0155601659751,51.0155601659751,47.33402489626556,47.33402489626556,48.210580912863065,48.210580912863065,39.27014218009479,38.0,30.0,39.741379310344826,39.5,29.0,40.09090909090909,39.0,30.4,37.816326530612244,36.0,30.8,39.244897959183675,38.0,31.8,38.65,38.5,25.8,40.18279569892473,40.0,31.0
ADI-45479,128.0,37.0,5.0,0.0004352912370432843,34.77685950413223,34.77685950413223,37.02479338842975,37.02479338842975,38.21487603305785,38.21487603305785,41.256198347107436,41.256198347107436,39.265700483091784,39.0,30.0,39.63333333333333,40.0,29.9,39.425925925925924,39.0,29.3,38.17777777777778,38.0,31.0,39.645833333333336,38.0,30.7,38.27272727272727,39.5,27.1,39.83695652173913,40.0,30.0
ADI-45407,134.0,33.0,6.0,0.00036607220910918787,46.46304347826087,46.46304347826087,39.03478260869565,39.03478260869565,36.70434782608695,36.70434782608695,34.665217391304346,34.665217391304346,38.97156398104266,39.0,29.0,39.34920634920635,38.0,29.4,38.98148148148148,39.0,31.0,37.791666666666664,38.5,26.0,39.67391304347826,38.0,31.0,36.629629629629626,38.0,27.6,39.94444444444444,39.0,31.0
ADI-47218,196.0,56.0,7.0,0.0005932777993025959,50.54545454545455,50.54545454545455,60.90909090909091,60.90909090909091,55.09090909090909,55.09090909090909,65.81818181818183,65.81818181818183,39.322274881516584,39.0,30.0,40.05,40.0,30.0,39.527272727272724,40.0,30.0,37.63265306122449,36.0,28.8,39.91489361702128,38.0,31.6,36.47826086956522,34.0,27.2,40.630434782608695,40.0,30.1
ADI-45476,127.0,31.0,6.0,0.00037429010135304395,35.519406392694066,35.519406392694066,39.72374429223744,39.72374429223744,33.34474885844749,33.34474885844749,38.273972602739725,38.273972602739725,39.15686274509804,39.0,29.0,39.706896551724135,39.5,29.0,39.03846153846154,39.0,30.0,38.229166666666664,39.0,29.0,39.56521739130435,38.0,30.0,37.52173913043478,38.0,29.0,39.88505747126437,39.0,30.0
ADI-45480,150.0,50.0,4.0,0.0005982053838484546,50.784753363228695,50.784753363228695,41.36771300448431,41.36771300448431,39.18161434977578,39.18161434977578,41.87219730941704,41.87219730941704,39.68599033816425,39.0,31.0,41.07272727272727,40.0,32.0,40.074074074074076,38.0,31.3,37.78431372549019,37.0,29.0,39.680851063829785,38.0,32.0,41.05,41.5,31.8,40.47191011235955,40.0,31.8
ADI-45481,125.0,54.0,5.0,0.0003250299027510531,40.667808219178085,40.667808219178085,40.95319634703196,40.95319634703196,32.67694063926941,32.67694063926941,27.682648401826484,27.682648401826484,39.29951690821256,39.0,30.0,40.925925925925924,41.0,32.6,39.472727272727276,39.0,29.200000000000003,37.44,38.0,26.9,39.208333333333336,36.5,29.4,42.833333333333336,41.0,37.0,39.67032967032967,39.0,31.0
ADI-47117,195.0,52.0,8.0,0.0005642361111111111,54.03125,54.03125,59.51562500000001,59.51562500000001,57.484375,57.484375,59.31249999999999,59.31249999999999,39.67298578199052,38.0,31.0,40.46774193548387,39.5,32.1,40.301886792452834,39.0,32.0,38.12765957446808,37.0,30.6,39.46938775510204,38.0,31.6,39.4,38.0,31.8,40.666666666666664,39.5,32.0
ADI-47120,116.0,20.0,6.0,0.0003979157447713528,42.66803278688524,42.66803278688524,37.55737704918033,37.55737704918033,28.168032786885245,28.168032786885245,25.196721311475407,25.196721311475407,39.166666666666664,39.0,30.0,39.66129032258065,40.0,31.0,39.607142857142854,39.5,29.5,38.291666666666664,39.0,28.4,38.9,37.0,29.8,38.642857142857146,39.5,28.7,39.94444444444444,40.0,30.0
ADI-46705,135.0,55.0,5.0,0.00040250447227191416,43.175115207373274,43.175115207373274,37.07834101382488,37.07834101382488,38.94470046082949,38.94470046082949,40.313364055299544,40.313364055299544,39.155660377358494,39.0,30.0,39.91803278688525,40.0,30.0,39.27777777777778,39.0,29.3,37.48979591836735,36.0,29.8,39.75,38.0,31.7,38.08,39.0,28.0,40.044444444444444,40.0,30.0
ADI-47235,211.0,35.0,8.0,0.0005934100547849662,67.098,67.098,69.84100000000001,69.84100000000001,57.603,57.603,50.217999999999996,50.217999999999996,38.7122641509434,38.0,29.0,39.24242424242424,38.5,30.5,38.35849056603774,38.0,29.0,37.87234042553192,39.0,25.6,39.21739130434783,38.0,30.0,37.5,37.0,31.1,39.26373626373626,39.0,29.0
ADI-47130,150.0,52.0,6.0,0.0005021475175500558,45.8980044345898,45.8980044345898,52.050997782705096,52.050997782705096,31.929046563192905,31.929046563192905,39.7450110864745,39.7450110864745,39.199029126213595,39.0,30.0,40.459016393442624,41.0,30.0,38.57692307692308,37.5,30.1,38.23913043478261,38.0,27.5,39.191489361702125,36.0,30.6,37.416666666666664,35.5,30.0,40.17977528089887,40.0,30.8
ADI-47255,222.0,42.0,10.0,0.0006085526315789474,68.09152872444011,68.09152872444011,70.03700097370982,70.03700097370982,59.01265822784809,59.01265822784809,55.337877312560856,55.337877312560856,38.995370370370374,38.0,30.0,39.71875,39.5,29.3,39.38461538461539,38.5,30.0,37.6,36.0,29.0,39.06,37.0,30.9,37.76923076923077,37.5,27.0,40.08888888888889,39.5,30.0
ADI-46707,52.0,20.0,3.0,0.000129009209272785,18.554545454545455,18.554545454545455,16.368181818181817,16.368181818181817,10.045454545454545,10.045454545454545,13.236363636363635,13.236363636363635,39.367924528301884,39.0,31.0,41.03389830508475,41.0,32.8,39.160714285714285,38.0,30.0,37.84,37.0,29.0,39.148936170212764,38.0,31.6,38.666666666666664,38.5,30.6,40.505494505494504,40.0,31.0
ADI-47257,152.0,33.0,8.0,0.0004047763610605141,46.58875413450937,46.58875413450937,48.09702315325248,48.09702315325248,40.388092613009924,40.388092613009924,39.21499448732084,39.21499448732084,38.93269230769231,39.0,29.0,39.92982456140351,40.0,31.200000000000003,38.9811320754717,39.0,31.0,37.53061224489796,39.0,25.0,39.12244897959184,37.0,28.8,38.608695652173914,39.0,33.2,39.701149425287355,39.0,30.6
ADI-45477,175.0,47.0,6.0,0.000546656337465014,52.73512476007677,52.73512476007677,53.74280230326295,53.74280230326295,48.872360844529744,48.872360844529744,50.38387715930902,50.38387715930902,39.25581395348837,39.0,30.0,40.983870967741936,41.0,33.0,39.301886792452834,40.0,30.0,36.88461538461539,36.0,28.1,39.541666666666664,38.0,31.7,40.08,41.0,32.4,40.24444444444445,40.0,30.0
ADI-45493,401.0,97.0,12.0,0.0013678257369544899,132.2585089141005,132.2585089141005,110.48622366288492,110.48622366288492,123.15964343598054,123.15964343598054,126.08427876823339,126.08427876823339,39.518691588785046,39.0,31.0,40.032786885245905,40.0,31.0,40.016949152542374,39.0,31.0,38.23913043478261,37.5,30.5,39.479166666666664,38.0,31.7,41.2,41.0,31.0,39.71578947368421,39.0,30.4
ADI-47262,494.0,124.0,10.0,0.001285815425620523,149.37715694330322,149.37715694330322,129.08134757600655,129.08134757600655,169.67296631059983,169.67296631059983,173.32621199671323,173.32621199671323,38.885714285714286,38.0,30.0,38.85,38.0,29.0,39.431372549019606,38.0,30.0,37.6078431372549,36.0,29.0,39.708333333333336,38.0,31.7,37.45454545454545,37.0,28.1,39.52808988764045,38.0,30.8
ADI-45410,168.0,47.0,7.0,0.0004437869822485207,51.78082191780822,51.78082191780822,49.31506849315068,49.31506849315068,48.32876712328767,48.32876712328767,47.671232876712324,47.671232876712324,39.30331753554503,39.0,31.0,40.266666666666666,41.0,30.0,39.49090909090909,39.0,31.0,37.89795918367347,37.0,30.6,39.319148936170215,38.0,31.6,37.04347826086956,36.0,28.4,40.608695652173914,40.0,31.2
ADI-47264,279.0,59.0,10.0,0.0007550846425526732,89.17935871743487,89.17935871743487,92.81362725450902,92.81362725450902,69.88977955911822,69.88977955911822,77.99699398797596,77.99699398797596,39.27358490566038,39.0,30.0,40.721311475409834,41.0,31.0,39.611111111111114,39.0,31.3,37.479166666666664,37.5,26.4,38.857142857142854,36.0,29.8,40.30769230769231,38.5,31.5,40.168539325842694,40.0,31.0
ADI-47162,173.0,27.0,9.0,0.0005069151429910923,58.683609958506224,58.683609958506224,55.63278008298756,55.63278008298756,43.25,43.25,50.607883817427386,50.607883817427386,39.44700460829493,39.0,29.0,40.28125,39.5,30.6,40.03636363636364,40.0,30.0,38.02040816326531,38.0,27.6,39.12244897959184,38.0,29.0,39.1,38.0,30.0,40.52808988764045,40.0,30.0
ADI-45435,217.0,38.0,9.0,0.0007446808510638298,59.6106719367589,59.6106719367589,61.75494071146245,61.75494071146245,60.68280632411067,60.68280632411067,67.3300395256917,67.3300395256917,39.437209302325584,38.0,30.400000000000002,40.0,40.0,30.8,40.42857142857143,39.5,31.0,37.96,37.5,29.0,39.14,37.5,31.0,40.44,40.0,31.0,40.144444444444446,40.0,30.9
ADI-45433,241.0,99.0,7.0,0.0007647734556970862,66.78577939835917,66.78577939835917,70.08113035551503,70.08113035551503,81.06563354603465,81.06563354603465,80.62625341841385,80.62625341841385,39.430622009569376,39.0,30.0,40.7,41.0,31.9,39.75471698113208,40.0,30.0,37.265306122448976,36.0,28.8,39.702127659574465,38.0,31.6,39.291666666666664,40.0,29.6,40.51685393258427,40.0,30.8
ADI-45498,196.0,43.0,8.0,0.0006230133502860775,54.93129770992366,54.93129770992366,61.770992366412216,61.770992366412216,55.786259541984734,55.786259541984734,51.29770992366412,51.29770992366412,38.87317073170732,38.0,30.0,38.672413793103445,38.0,30.7,39.57692307692308,39.0,31.1,38.191489361702125,39.0,28.8,39.020833333333336,36.5,28.7,37.84,38.0,30.200000000000003,39.470588235294116,38.0,31.0
ADI-45486,225.0,50.0,9.0,0.0006857686247138821,67.5217812197483,67.5217812197483,68.39303000968054,68.39303000968054,59.02710551790901,59.02710551790901,61.640851887705715,61.640851887705715,39.70192307692308,39.0,30.700000000000003,41.01639344262295,41.0,32.0,40.450980392156865,40.0,30.0,37.69387755102041,37.0,29.0,39.276595744680854,38.0,31.6,40.65384615384615,41.0,33.5,40.7906976744186,40.5,30.5
